enabled_conditions,condition_count,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
cond_h4_bias_ma+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level,4,31,22.58,0.583,-0.326,-493.8,837.58,8.1,1.255,1.135,74.19,58.06,22.58,12,19,5.38,-499.18,-0.002,-0.53,6,11,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:3;GBPUSD:5;USDJPY:14,2025-01:5;2025-02:2;2025-03:4;2025-04:3;2025-06:3;2025-07:2;2025-08:3;2025-09:2;2025-10:1;2025-11:5;2025-12:1,LONG:12;SHORT:19
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level,5,31,22.58,0.583,-0.326,-493.8,837.58,8.1,1.255,1.135,74.19,58.06,22.58,12,19,5.38,-499.18,-0.002,-0.53,6,11,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:3;GBPUSD:5;USDJPY:14,2025-01:5;2025-02:2;2025-03:4;2025-04:3;2025-06:3;2025-07:2;2025-08:3;2025-09:2;2025-10:1;2025-11:5;2025-12:1,LONG:12;SHORT:19
cond_h1_counter_nwave,1,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
cond_h1_prev_extreme_break+cond_h1_counter_nwave,2,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
cond_h1_counter_nwave+cond_h1_counter_wave_atr,2,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
cond_h1_counter_nwave+cond_true_bos_level,2,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr,3,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_true_bos_level,3,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level,3,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level,4,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
cond_h4_fib_382_618+cond_m15_prev_extreme_bos,2,12,16.67,0.399,-0.505,-301.99,356.56,3.55,0.983,1.2,58.33,41.67,16.67,2,10,48.56,-350.55,0.494,-0.705,5,7,EURJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:3;USDJPY:6,2025-01:4;2025-02:1;2025-03:1;2025-04:2;2025-06:2;2025-07:1;2025-08:1,LONG:2;SHORT:10
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_m15_prev_extreme_bos,3,12,16.67,0.399,-0.505,-301.99,356.56,3.55,0.983,1.2,58.33,41.67,16.67,2,10,48.56,-350.55,0.494,-0.705,5,7,EURJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:3;USDJPY:6,2025-01:4;2025-02:1;2025-03:1;2025-04:2;2025-06:2;2025-07:1;2025-08:1,LONG:2;SHORT:10
cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,3,12,16.67,0.399,-0.505,-301.99,356.56,3.55,0.983,1.2,58.33,41.67,16.67,2,10,48.56,-350.55,0.494,-0.705,5,7,EURJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:3;USDJPY:6,2025-01:4;2025-02:1;2025-03:1;2025-04:2;2025-06:2;2025-07:1;2025-08:1,LONG:2;SHORT:10
cond_h4_fib_382_618+cond_true_bos_level+cond_m15_prev_extreme_bos,3,12,16.67,0.399,-0.505,-301.99,356.56,3.55,0.983,1.2,58.33,41.67,16.67,2,10,48.56,-350.55,0.494,-0.705,5,7,EURJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:3;USDJPY:6,2025-01:4;2025-02:1;2025-03:1;2025-04:2;2025-06:2;2025-07:1;2025-08:1,LONG:2;SHORT:10
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,4,12,16.67,0.399,-0.505,-301.99,356.56,3.55,0.983,1.2,58.33,41.67,16.67,2,10,48.56,-350.55,0.494,-0.705,5,7,EURJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:3;USDJPY:6,2025-01:4;2025-02:1;2025-03:1;2025-04:2;2025-06:2;2025-07:1;2025-08:1,LONG:2;SHORT:10
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_true_bos_level+cond_m15_prev_extreme_bos,4,12,16.67,0.399,-0.505,-301.99,356.56,3.55,0.983,1.2,58.33,41.67,16.67,2,10,48.56,-350.55,0.494,-0.705,5,7,EURJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:3;USDJPY:6,2025-01:4;2025-02:1;2025-03:1;2025-04:2;2025-06:2;2025-07:1;2025-08:1,LONG:2;SHORT:10
cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,4,12,16.67,0.399,-0.505,-301.99,356.56,3.55,0.983,1.2,58.33,41.67,16.67,2,10,48.56,-350.55,0.494,-0.705,5,7,EURJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:3;USDJPY:6,2025-01:4;2025-02:1;2025-03:1;2025-04:2;2025-06:2;2025-07:1;2025-08:1,LONG:2;SHORT:10
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,5,12,16.67,0.399,-0.505,-301.99,356.56,3.55,0.983,1.2,58.33,41.67,16.67,2,10,48.56,-350.55,0.494,-0.705,5,7,EURJPY:1;EURUSD:1;GBPJPY:1;GBPUSD:3;USDJPY:6,2025-01:4;2025-02:1;2025-03:1;2025-04:2;2025-06:2;2025-07:1;2025-08:1,LONG:2;SHORT:10
